review_id,product_id,product_name,category,rating,review_title,review_text,helpful_votes,verified_purchase,date,sentiment_label
R132,P017,Air Purifier,Home,5,Life-changing for allergy sufferers,Dust mite allergy has been a constant struggle. Two weeks with this purifier and I am sleeping through the night for the first time in years. The HEPA and carbon filter combination is exceptional.,89,True,2024-04-14,positive
R133,P017,Air Purifier,Home,3,Functional but noisy,Does its job adequately but the fan noise is more than expected. App works but is somewhat clunky. Filter cost is high. Acceptable for the price but not the premium experience I expected.,9,False,2024-01-28,neutral
R134,P017,Air Purifier,Home,1,Fake HEPA filter,Sent the filter to a lab and it does not meet true HEPA specifications despite being marketed as HEPA H13. Complete misrepresentation. Filed a complaint with the FTC.,34,True,2024-02-18,negative
R135,P017,Air Purifier,Home,5,Noticeably cleaner air,The difference in air quality was apparent within days. Pet dander dust and cooking smells are eliminated quickly. The smart features work reliably. Filter life indicator is accurate.,51,True,2024-03-24,positive
R136,P017,Air Purifier,Home,4,Good performance and features,Effective filtration with useful smart home integration. Relatively quiet on medium setting. App is well-designed. Filter replacements are moderately priced. Overall a solid purchase.,19,True,2024-04-28,positive
R137,P018,Robot Vacuum,Home,5,Best purchase I have made in years,This robot vacuum has completely changed my cleaning routine. Navigates around furniture flawlessly. The mapping technology creates accurate floor plans. Never have to think about vacuuming anymore.,84,True,2024-01-10,positive
R138,P018,Robot Vacuum,Home,4,Excellent for maintenance cleaning,Great for keeping floors clean between manual vacuums. Navigation is smart and efficient. Good suction power. App scheduling is reliable. Only limitation is it cannot handle thick carpet well.,48,True,2024-02-14,positive
R139,P018,Robot Vacuum,Home,2,Gets stuck constantly,Constantly gets stuck under furniture and in corners. Needs to be rescued multiple times per cleaning cycle. For a smart navigation product the obstacle avoidance is embarrassing. Customer support was no help.,36,True,2024-03-20,negative
R140,P018,Robot Vacuum,Home,5,Shockingly effective,Bought this with low expectations and am completely blown away. Maps the entire apartment accurately on first run. Handles transitions between hardwood and carpet seamlessly. Battery lasts for 200 square meters.,70,True,2024-04-06,positive
R141,P018,Robot Vacuum,Home,3,Works okay limited features,Functions as a basic vacuum but the smart features are disappointing. App frequently disconnects from the vacuum. Voice control works inconsistently. Decent for the price but the AI claims are overblown.,11,False,2024-01-22,neutral
R142,P018,Robot Vacuum,Home,1,Scratched my hardwood floors,The brush roll scratched my hardwood floors in just one week. Never had this issue with my old Roomba. The brushes are poorly designed for hard floors. Now have to pay for floor refinishing.,42,True,2024-02-26,negative
R143,P018,Robot Vacuum,Home,5,Game changer for busy households,With two dogs and three kids the floors were never clean. This robot runs twice daily and keeps the house presentable. The self-emptying base means I only empty the bin weekly. Worth every penny.,76,True,2024-03-28,positive
R144,P018,Robot Vacuum,Home,4,Smart and effective,Very happy with the navigation intelligence. Creates an accurate map quickly. Suction on hardwood is excellent. Good app with lots of features. Would benefit from better carpet performance.,26,True,2024-04-24,positive
R145,P019,Instant Pot,Home,5,Completely changed how I cook,Have used this every single day since buying it 6 months ago. Pressure cooking reduces cooking time by 70 percent. The yogurt function alone is worth the price. Easy to clean and incredibly versatile.,93,True,2024-01-16,positive
R146,P019,Instant Pot,Home,4,Great versatility minor learning curve,Does so many things well. The pressure cooker and slow cooker functions are excellent. Takes time to learn all the settings but the manual is helpful. A genuine workhorse kitchen appliance.,52,True,2024-02-20,positive
R147,P019,Instant Pot,Home,2,Lid seal broke quickly,The silicone sealing ring cracked after 3 months voiding the pressure seal. Without the seal the pressure function does not work at all. Replacement parts are expensive and hard to find.,31,True,2024-03-26,negative
R148,P019,Instant Pot,Home,5,Best kitchen appliance I own,Replaced my slow cooker pressure cooker rice cooker and steamer all with one device. Meals that used to take 2 hours now take 25 minutes. The saute function adds great flavor to dishes.,79,True,2024-04-12,positive
R149,P019,Instant Pot,Home,3,Good but not revolutionary,A solid multi-cooker that does many things adequately. The pressure cooking is effective. Interface is not the most intuitive. Takes up significant counter space. Decent but not transformative.,8,False,2024-01-28,neutral
R150,P019,Instant Pot,Home,1,Exploded and caused injury,The pressure valve failed during cooking causing boiling liquid to spray from the lid. My partner sustained minor burns. This is a serious safety issue. Filed a complaint with CPSC.,48,True,2024-02-16,negative
R151,P019,Instant Pot,Home,5,Essential kitchen tool,Every home should have one of these. The time savings on everyday meals is incredible. The saute function followed by pressure cook mode creates restaurant quality meals with minimal effort.,65,True,2024-03-22,positive
R152,P019,Instant Pot,Home,4,Efficient and versatile,Really happy with the purchase. Rice comes out perfect every time. Beans from dry in 30 minutes are incredible. The steamer basket is useful. Would recommend to anyone who cooks regularly.,28,True,2024-04-26,positive
R153,P020,Standing Desk,Home,5,Transformed my work-from-home setup,Back pain that plagued me for 3 years is almost gone after switching to this desk. The motor is quiet and the adjustment is smooth. Build quality feels solid and premium. Best health investment.,87,True,2024-01-14,positive
R154,P020,Standing Desk,Home,4,Excellent desk minor assembly challenge,Great desk with smooth reliable height adjustment. Assembly took about 90 minutes with two people. The cable management system is well-designed. Motor is very quiet. Highly functional workspace.,49,True,2024-02-18,positive
R155,P020,Standing Desk,Home,2,Wobbles badly at standing height,At standing height the desk wobbles significantly. Any typing causes vibration that makes it hard to concentrate. For a premium priced desk this instability is unacceptable. Customer service offered no help.,40,True,2024-03-24,negative
R156,P020,Standing Desk,Home,5,Life-changing for back health,Doctor recommended a standing desk after my chronic back pain diagnosis. Six months later my back pain has decreased by 80 percent. The programmable heights are convenient. Build quality is outstanding.,91,True,2024-04-10,positive
R157,P020,Standing Desk,Home,3,Decent but overpriced,Functional standing desk with smooth height adjustment. Assembly instructions are unclear. The warranty is limited. For the price there are better alternatives. Does the job but nothing exceptional.,11,False,2024-01-30,neutral
R158,P020,Standing Desk,Home,1,Arrived with damaged tabletop,The tabletop arrived with a deep scratch across the center and a cracked edge. Packaging was inadequate for shipping large furniture. Getting a replacement took 3 weeks. Very inconvenient.,33,True,2024-02-22,negative
R159,P020,Standing Desk,Home,5,The best desk I have ever owned,As a software developer spending 10 hours a day at a desk this has been transformative. The quality is exceptional. Memory presets make switching between sitting and standing effortless.,74,True,2024-03-20,positive
R160,P020,Standing Desk,Home,4,Very pleased overall,Solid well-built desk with reliable motors. Easy to use controls. Cable management grommets are thoughtful additions. Assembly was straightforward with clear instructions. Happy with this purchase.,25,True,2024-04-25,positive
R161,P021,Yoga Mat,Sports,5,Best mat I have ever used,This mat is the perfect combination of grip cushion and durability. No sliding whatsoever even in hot yoga. The natural rubber construction does not smell. Perfect thickness at 5mm.,68,True,2024-01-11,positive
R162,P021,Yoga Mat,Sports,4,Excellent grip good cushion,Very happy with this mat. The surface texture provides excellent grip in sweaty conditions. Good cushioning for joints. Folds well for storage. Minor gripe is it takes a few sessions to break in.,35,True,2024-02-15,positive
R163,P021,Yoga Mat,Sports,2,Slips on smooth floors,Despite being marketed as non-slip this mat slides constantly on my polished wood floor. Dangerous for balancing poses. The grip on the bottom is inadequate for smooth surfaces.,23,True,2024-03-21,negative
R164,P021,Yoga Mat,Sports,5,Worth every penny,Premium quality mat that has lasted 3 years of daily practice without any wear. The grip gets better with each wash. Natural rubber is eco-friendly and does not off-gas chemicals.,57,True,2024-04-07,positive
R165,P021,Yoga Mat,Sports,3,Average quality for price,Decent mat that does the job. Not noticeably better than mats at half the price. Grip is adequate but not exceptional. Good enough but not worth the premium price for casual practitioners.,7,False,2024-01-24,neutral
R166,P021,Yoga Mat,Sports,1,Horrible smell,Overwhelming chemical rubber smell that persisted for months despite multiple washes and airing out. Had to throw it away without ever using it for practice. Complete waste of money.,26,True,2024-02-20,negative
R167,P021,Yoga Mat,Sports,5,Perfect for hot yoga,Use this for Bikram yoga where sweat is constant. The grip is unmatched even completely soaked. The absorption properties are excellent. Easy to clean. Have recommended to my entire yoga class.,48,True,2024-03-26,positive
R168,P021,Yoga Mat,Sports,4,Solid choice for serious practitioners,Good quality mat with excellent durability. Grip is reliable in most conditions. The extra thickness provides good joint protection. Worth the investment over budget mats.,18,True,2024-04-24,positive
R169,P022,Resistance Bands,Sports,5,Complete home gym in a bag,These bands have replaced my entire gym membership. The range of resistance levels allows progressive overload. Handles are comfortable and the door anchor is secure. Excellent quality and value.,72,True,2024-01-18,positive
R170,P022,Resistance Bands,Sports,4,Great variety of resistances,Good quality set with useful range from light to heavy resistance. Instructions include good exercise suggestions. The carry bag is convenient. Handles could be slightly more padded but overall excellent.,38,True,2024-02-22,positive
R171,P022,Resistance Bands,Sports,2,Snapped after 2 weeks,The medium resistance band snapped during a normal bicep curl after 2 weeks of regular use. The snap nearly hit my face. Clearly defective latex. Could have caused serious injury.,32,True,2024-03-28,negative
R172,P022,Resistance Bands,Sports,5,Best fitness purchase this year,Using these daily for physical therapy exercises prescribed by my physiotherapist. The resistance levels are accurate and consistent. Handles are ergonomic. Have remained in perfect condition after 6 months.,63,True,2024-04-14,positive
R173,P022,Resistance Bands,Sports,3,Adequate but basic,Standard resistance band set. Nothing special but nothing obviously wrong either. Latex quality seems decent. The included exercise guide is basic but functional. Fine for beginners.,8,False,2024-01-28,neutral
R174,P022,Resistance Bands,Sports,1,Wrong resistances labeled,The light band feels heavier than the heavy band. Labels are completely wrong. For rehabilitation purposes accurate resistance labeling is essential. Potentially dangerous for physical therapy use.,21,True,2024-02-16,negative
R175,P022,Resistance Bands,Sports,5,Incredibly versatile,Use these for everything from warm-ups to full strength sessions. The quality of latex is superior. Handles are solid and comfortable. The set covers every resistance need I have.,51,True,2024-03-22,positive
R176,P022,Resistance Bands,Sports,4,Good home workout option,Solid resistance band set for home workouts. Good range of tensions. The door anchor works as described. Would benefit from slightly higher quality handles. Good value overall.,20,True,2024-04-26,positive
R177,P023,Tennis Racket,Sports,5,Incredible power and control,The sweetspot on this racket is enormous. My serve speed increased by 15 mph. The vibration dampening technology really works. Balance feels perfect. Best racket I have ever played with.,76,True,2024-01-16,positive
R178,P023,Tennis Racket,Sports,4,Great racket for intermediate players,Excellent all-around racket with good balance of power and control. The string tension held up well over 6 months. Grip is comfortable for extended play. Highly recommend for club-level players.,42,True,2024-02-20,positive
R179,P023,Tennis Racket,Sports,2,Poor string quality,Strings broke after just 4 sessions. Even accounting for stringing costs this is unacceptable for a premium racket. The frame itself seems decent but the factory stringing is substandard.,28,True,2024-03-26,negative
R180,P023,Tennis Racket,Sports,5,My coach is amazed at improvement,My tennis coach commented on my improvement within one week of switching to this racket. The head size provides extra power without sacrificing control. Build quality is excellent.,58,True,2024-04-10,positive
R181,P023,Tennis Racket,Sports,3,Fine for recreational play,Decent racket for weekend recreational tennis. Nothing exceptional but serves the purpose. The grip could be tackier. Probably would not choose this over Wilson or Head at similar price points.,10,False,2024-01-30,neutral
R182,P023,Tennis Racket,Sports,1,Counterfeit product,This is clearly a counterfeit racket. The logo is misaligned and the weight is different from the genuine version. The seller is fraudulently listing fake products. Reporting to Amazon.,37,True,2024-02-26,negative
R183,P023,Tennis Racket,Sports,5,Tournament-level quality,Used this in three club tournaments and it performs consistently under pressure. The open string pattern generates excellent topspin. Feels confident on every shot. Highly recommend.,55,True,2024-03-24,positive
R184,P023,Tennis Racket,Sports,4,Good for the price,Solid racket with good performance characteristics. The balance point is well-designed. String tension is consistent. A good option for intermediate players who do not want to spend professional prices.,22,True,2024-04-28,positive
R185,P024,Hiking Boots,Sports,5,Conquered mountain trails,These boots handled everything from rocky alpine terrain to muddy forest trails perfectly. Waterproofing is genuine after crossing multiple streams. Ankle support prevented any twists on uneven terrain.,83,True,2024-01-12,positive
R186,P024,Hiking Boots,Sports,4,Excellent boots need breaking in,Outstanding waterproofing and ankle support. Required about 15 miles of breaking in before completely comfortable. Now feel like they were custom made for my feet. Highly recommend for serious hikers.,47,True,2024-02-16,positive
R187,P024,Hiking Boots,Sports,2,Waterproofing failed quickly,The Gore-Tex waterproofing failed after just 4 hikes. Feet were soaked after 30 minutes in wet grass. For premium-priced technical boots this is unacceptable. Quality has declined.,38,True,2024-03-22,negative
R188,P024,Hiking Boots,Sports,5,Best hiking purchase I have made,Used these on a 5-day backpacking trip in the Rockies. Handled 50 miles with a heavy pack without a single hot spot or blister. The Vibram sole grip on wet rock is confidence-inspiring.,77,True,2024-04-08,positive
R189,P024,Hiking Boots,Sports,3,Good boot needs wide version,Comfortable and well-made but too narrow for wider feet. Had to return and get half a size larger which still causes some tightness on long days. Wish they offered a wide width option.,12,False,2024-01-25,neutral
R190,P024,Hiking Boots,Sports,1,Caused blisters on both heels,These boots gave me severe blisters on both heels during the first 3-mile hike despite wearing proper wool socks. The heel counter is extremely rigid and unforgiving. Should have bought Merrell.,30,True,2024-02-22,negative
R191,P024,Hiking Boots,Sports,5,Reliable in all conditions,Have worn these in snow mud rivers and rocky scrambles. Never let me down. The waterproofing has held up through two seasons. Ankle support gives confidence on technical terrain. Excellent investment.,62,True,2024-03-28,positive
R192,P024,Hiking Boots,Sports,4,Very pleased with quality,Solid well-constructed hiking boots. Good waterproofing that has held up through multiple wet hikes. Comfortable after breaking in. The lacing system is intuitive and secure.,26,True,2024-04-24,positive
R193,P025,Cycling Helmet,Sports,5,Best helmet I have owned,This helmet is both the most comfortable and best ventilated I have ever worn. The MIPS protection gives real peace of mind. The magnetic buckle is a genius addition. Worth every penny for safety.,69,True,2024-01-20,positive
R194,P025,Cycling Helmet,Sports,4,Excellent ventilation comfortable fit,Outstanding airflow makes it comfortable even on hot summer rides. The fit system allows precise adjustment. Looks sleek on the road. Meets all safety certifications. Highly recommend.,37,True,2024-02-24,positive
R195,P025,Cycling Helmet,Sports,2,Poor retention system,The fit dial breaks extremely easily. Mine broke within 2 weeks making the helmet loose and unsafe. For a safety product this level of quality is dangerous. Will not buy this brand again.,29,True,2024-03-28,negative
R196,P025,Cycling Helmet,Sports,5,Comfort that encourages wearing,Previously I would often skip the helmet on short rides. This helmet is so comfortable I never want to take it off. The ventilation is exceptional. MIPS technology provides important safety upgrade.,56,True,2024-04-12,positive
R197,P025,Cycling Helmet,Sports,3,Average road helmet,Adequate protection and reasonable ventilation. Nothing distinguishes this from helmets at lower price points. Fit is slightly awkward on my oval-shaped head. Passable but not exceptional.,9,False,2024-01-28,neutral
R198,P025,Cycling Helmet,Sports,1,Safety certification questionable,Investigated the MIPS claim and this helmet does not appear to have genuine MIPS technology installed. The marketing may be misleading. Filed a complaint with consumer safety authorities.,41,True,2024-02-20,negative
R199,P025,Cycling Helmet,Sports,5,Transformative safety upgrade,Switched from a basic helmet after reading about MIPS technology. The fit is incredibly comfortable. Ventilation keeps my head cool even in summer heat. Confidence from proper safety is invaluable.,64,True,2024-03-24,positive
R200,P025,Cycling Helmet,Sports,4,Great helmet solid value,Good quality helmet with excellent ventilation. The lightweight construction makes long rides comfortable. Safety certifications are legitimate. The magnetic clasp is innovative and practical.,24,True,2024-04-28,positive
